transaction_id,timestamp,sender_account,receiver_account,amount_ghs,transaction_type,channel,agent_id,merchant_category,location_region,device_id,is_new_device,otp_requested,linked_bank_account,income_tier,personal_alert_threshold,label,attack_type
MOMO-TXN-395485,2025-12-15 15:38:24.229970,MOMO-GH-00490,MOMO-GH-00085,322.8,withdraw,agent,AGT-Central-0009,food,Central,DEV-4e2368,False,False,,low,1062.15,0,none
MOMO-TXN-375894,2025-12-15 15:40:12.383397,MOMO-GH-00076,MOMO-GH-00000,545.43,receive,ussd,,food,Greater Accra,DEV-c76454,False,False,BANK-GH-00076,low,1491.03,0,none
MOMO-TXN-504639,2025-12-15 16:01:08.260569,MOMO-GH-00480,MOMO-GH-00382,776.52,airtime,agent,AGT-UpperWest-0044,utility,Upper West,DEV-f3f0ac,False,False,BANK-GH-00480,low,1964.34,0,none
MOMO-TXN-999146,2025-12-15 16:07:15.363506,MOMO-GH-00459,MOMO-GH-00434,1704.73,send,agent,AGT-Volta-0085,airtime,Volta,DEV-ab4d00,False,False,,middle,4362.84,0,none
MOMO-TXN-374375,2025-12-15 16:15:29.223540,MOMO-GH-00132,MOMO-GH-00198,334.19,send,app,,food,Greater Accra,DEV-8fe872,False,False,BANK-GH-00132,low,1941.0,0,none
MOMO-TXN-635392,2025-12-15 16:23:46.284167,MOMO-GH-00069,MOMO-GH-00198,268.59,airtime,ussd,,airtime,Central,DEV-0e2a45,False,False,BANK-GH-00069,low,1258.86,0,none
MOMO-TXN-598598,2025-12-15 16:29:45.113860,MOMO-GH-00072,MOMO-GH-00040,649.36,send,agent,AGT-GreaterAccra-0002,transfer,Greater Accra,DEV-618d7c,False,True,BANK-GH-00072,low,2054.7,0,none
MOMO-TXN-597889,2025-12-15 16:29:54.138994,MOMO-GH-00236,MOMO-GH-00235,1902.41,transfer,ussd,,transfer,Eastern,DEV-5baa70,False,False,,middle,5757.78,0,none
MOMO-TXN-148045,2025-12-15 16:44:22.246106,MOMO-GH-00010,MOMO-GH-00490,355.94,airtime,ussd,,utility,Central,DEV-55ecef,False,False,BANK-GH-00010,low,948.15,0,none
MOMO-TXN-438400,2025-12-15 17:02:46.353526,MOMO-GH-00406,MOMO-GH-00300,311.37,send,agent,AGT-Central-0040,airtime,Central,DEV-2f7255,False,False,BANK-GH-00406,low,1090.41,0,none
MOMO-TXN-670871,2025-12-15 17:04:35.242799,MOMO-GH-00038,MOMO-GH-00107,980.74,bill_payment,app,,retail,Greater Accra,DEV-72f8c0,False,False,BANK-GH-00038,low,2293.53,0,none
MOMO-TXN-778540,2025-12-15 17:47:41.230159,MOMO-GH-00386,MOMO-GH-00397,11937.16,receive,agent,AGT-Western-0021,retail,Western,DEV-97888d,False,True,BANK-GH-00386,high,24400.77,0,none
MOMO-TXN-438869,2025-12-15 17:53:49.233581,MOMO-GH-00303,MOMO-GH-00260,342.67,receive,ussd,,food,Greater Accra,DEV-549fc8,False,False,BANK-GH-00303,low,1225.89,0,none
MOMO-TXN-457411,2025-12-15 18:11:51.153669,MOMO-GH-00035,MOMO-GH-00431,755.48,bill_payment,app,,transfer,Eastern,DEV-f5c858,False,False,,middle,2852.25,0,none
MOMO-TXN-921945,2025-12-15 18:13:38.167554,MOMO-GH-00142,MOMO-GH-00236,427.09,airtime,agent,AGT-Northern-0023,unknown,Northern,DEV-7ca4fe,False,False,BANK-GH-00142,low,1098.24,0,none
MOMO-TXN-799318,2025-12-15 18:22:52.244055,MOMO-GH-00403,MOMO-GH-00145,241.55,receive,ussd,,unknown,Eastern,DEV-f62bde,False,False,BANK-GH-00403,low,1556.22,0,none
MOMO-TXN-444815,2025-12-15 18:30:05.260240,MOMO-GH-00079,MOMO-GH-00067,980.78,send,agent,AGT-Eastern-0087,food,Eastern,DEV-239708,False,False,BANK-GH-00079,middle,2743.77,0,none
MOMO-TXN-980357,2025-12-15 18:31:05.130260,MOMO-GH-00321,MOMO-GH-00004,506.4,receive,app,,transfer,Upper East,DEV-b35fa4,False,False,BANK-GH-00321,low,1126.53,0,none
MOMO-TXN-779792,2025-12-15 18:43:50.238495,MOMO-GH-00337,MOMO-GH-00186,260.43,transfer,app,,food,Northern,DEV-511e36,False,False,BANK-GH-00337,low,907.8,0,none
MOMO-TXN-714841,2025-12-15 18:47:32.300974,MOMO-GH-00142,MOMO-GH-00209,342.23,send,agent,AGT-Northern-0056,food,Northern,DEV-b2674a,False,False,BANK-GH-00142,low,1098.24,0,none
MOMO-TXN-855086,2025-12-15 18:56:00.372883,MOMO-GH-00294,MOMO-GH-00045,1826.79,airtime,app,,unknown,Greater Accra,DEV-23750b,False,False,BANK-GH-00294,middle,7322.31,0,none
MOMO-TXN-541457,2025-12-15 19:32:14.253814,MOMO-GH-00383,MOMO-GH-00219,262.87,transfer,app,,transfer,Central,DEV-0ac1e6,False,False,BANK-GH-00383,low,1544.46,0,none
MOMO-TXN-329964,2025-12-15 19:46:26.365102,MOMO-GH-00350,MOMO-GH-00041,2257.33,bill_payment,agent,AGT-Volta-0085,transfer,Volta,DEV-9ac466,False,False,BANK-GH-00350,middle,5926.83,0,none
MOMO-TXN-998909,2025-12-15 19:46:57.305135,MOMO-GH-00459,MOMO-GH-00332,1513.94,airtime,agent,AGT-Volta-0014,food,Volta,DEV-0615ea,False,True,,middle,4362.84,0,none
MOMO-TXN-121391,2025-12-15 20:49:20.374765,MOMO-GH-00395,MOMO-GH-00071,4161.43,bill_payment,agent,AGT-Central-0070,unknown,Central,DEV-8456b1,False,False,,high,20322.12,0,none
MOMO-TXN-660737,2025-12-15 20:52:27.328442,MOMO-GH-00251,MOMO-GH-00417,15341.15,transfer,app,,retail,Western,DEV-faae0e,False,False,BANK-GH-00251,high,40109.91,0,none
MOMO-TXN-308205,2025-12-15 20:53:29.304688,MOMO-GH-00482,MOMO-GH-00117,741.54,bill_payment,agent,AGT-Ashanti-0014,unknown,Ashanti,DEV-020e75,False,False,BANK-GH-00482,low,2135.25,0,none
MOMO-TXN-798199,2025-12-15 20:55:57.215327,MOMO-GH-00273,MOMO-GH-00329,526.09,bill_payment,agent,AGT-Ashanti-0089,retail,Ashanti,DEV-b628c3,False,False,BANK-GH-00273,low,1743.03,0,none
MOMO-TXN-498494,2025-12-15 21:12:17.379090,MOMO-GH-00110,MOMO-GH-00297,2810.68,withdraw,ussd,,food,Greater Accra,DEV-7f67ba,False,False,BANK-GH-00110,middle,7247.91,0,none
MOMO-TXN-828449,2025-12-15 21:31:46.122686,MOMO-GH-00266,MOMO-GH-00049,49.68,receive,app,,food,Brong-Ahafo,DEV-e1838f,False,False,BANK-GH-00266,low,1205.85,0,none
MOMO-TXN-612977,2025-12-15 21:59:39.211639,MOMO-GH-00075,MOMO-GH-00484,660.94,airtime,app,,utility,Western,DEV-9fad8c,False,False,BANK-GH-00075,low,1918.71,0,none
MOMO-TXN-214532,2025-12-15 22:00:57.103050,MOMO-GH-00075,MOMO-GH-00130,774.1,bill_payment,app,,transfer,Western,DEV-e17398,False,True,BANK-GH-00075,low,1918.71,0,none
MOMO-TXN-810477,2025-12-15 22:15:16.253051,MOMO-GH-00486,MOMO-GH-00182,599.15,airtime,app,,airtime,Greater Accra,DEV-6bd915,False,False,,low,1514.25,0,none
MOMO-TXN-314178,2025-12-15 22:59:18.214894,MOMO-GH-00232,MOMO-GH-00053,519.95,airtime,app,,transfer,Central,DEV-ca06e6,False,False,BANK-GH-00232,low,1480.47,0,none
MOMO-TXN-275741,2025-12-15 23:14:35.203687,MOMO-GH-00014,MOMO-GH-00134,2790.3,transfer,agent,AGT-Volta-0070,retail,Volta,DEV-2a783a,False,False,,middle,5186.25,0,none
MOMO-TXN-523013,2025-12-15 23:54:26.158857,MOMO-GH-00258,MOMO-GH-00144,1841.14,airtime,agent,AGT-Brong-Ahafo-0055,unknown,Brong-Ahafo,DEV-054959,False,True,,middle,4812.99,0,none
MOMO-TXN-571228,2025-12-15 23:56:35.193278,MOMO-GH-00292,MOMO-GH-00136,615.39,receive,ussd,,utility,Upper East,DEV-1d4027,False,False,BANK-GH-00292,low,1665.57,0,none
MOMO-TXN-706403,2025-12-16 00:09:54.106559,MOMO-GH-00336,MOMO-GH-00000,925.98,withdraw,agent,AGT-Western-0006,transfer,Western,DEV-bdafcc,False,True,,middle,2941.44,0,none
MOMO-TXN-429963,2025-12-16 00:43:26.022417,MOMO-GH-00338,MOMO-GH-00372,578.48,airtime,ussd,,retail,Volta,DEV-a4f647,False,False,BANK-GH-00338,low,1573.26,0,none
MOMO-TXN-677210,2025-12-16 00:50:12.195156,MOMO-GH-00174,MOMO-GH-00095,607.55,send,agent,AGT-Brong-Ahafo-0033,retail,Brong-Ahafo,DEV-cb6eed,False,False,BANK-GH-00174,low,1455.09,0,none
MOMO-TXN-288783,2025-12-16 01:09:49.166643,MOMO-GH-00207,MOMO-GH-00140,1633.45,transfer,app,,retail,Central,DEV-93b441,False,True,BANK-GH-00207,middle,4281.42,0,none
MOMO-TXN-539898,2025-12-16 01:17:51.018519,MOMO-GH-00320,MOMO-GH-00375,829.57,receive,ussd,,unknown,Greater Accra,DEV-f118d8,False,True,BANK-GH-00320,middle,2890.59,0,none
MOMO-TXN-999343,2025-12-16 01:32:34.365831,MOMO-GH-00079,MOMO-GH-00242,888.43,withdraw,agent,AGT-Eastern-0029,utility,Eastern,DEV-70ce24,False,True,BANK-GH-00079,middle,2743.77,0,none
MOMO-TXN-572908,2025-12-16 01:34:47.120190,MOMO-GH-00025,MOMO-GH-00330,466.83,send,agent,AGT-Brong-Ahafo-0029,food,Brong-Ahafo,DEV-ddac85,False,False,BANK-GH-00025,low,1628.13,0,none
MOMO-TXN-563664,2025-12-16 01:38:08.295340,MOMO-GH-00034,MOMO-GH-00306,572.39,transfer,ussd,,airtime,Upper West,DEV-780cd0,False,False,BANK-GH-00034,low,1615.17,0,none
MOMO-TXN-650912,2025-12-16 01:39:12.195609,MOMO-GH-00412,MOMO-GH-00468,5414.06,transfer,app,,transfer,Brong-Ahafo,DEV-204180,False,False,BANK-GH-00412,high,20517.66,0,none
MOMO-TXN-255863,2025-12-16 01:57:28.297674,MOMO-GH-00086,MOMO-GH-00062,444.05,send,ussd,,airtime,Upper East,DEV-98f14f,False,False,BANK-GH-00086,low,1411.86,0,none
MOMO-TXN-231211,2025-12-16 02:10:02.299841,MOMO-GH-00042,MOMO-GH-00180,342.85,bill_payment,agent,AGT-Eastern-0003,utility,Eastern,DEV-2f1850,False,False,BANK-GH-00042,low,1807.23,0,none
MOMO-TXN-750338,2025-12-16 02:12:27.253369,MOMO-GH-00189,MOMO-GH-00112,1922.6,airtime,app,,transfer,Ashanti,DEV-17fb4f,False,False,BANK-GH-00189,middle,6303.36,0,none
MOMO-TXN-939398,2025-12-16 02:34:03.283409,MOMO-GH-00389,MOMO-GH-00387,321.02,bill_payment,ussd,,unknown,Upper East,DEV-db3b89,False,False,BANK-GH-00389,low,1099.05,0,none
MOMO-TXN-591190,2025-12-16 02:41:14.300030,MOMO-GH-00257,MOMO-GH-00250,2201.1,transfer,ussd,,unknown,Western,DEV-33a995,False,False,BANK-GH-00257,middle,6513.39,0,none
MOMO-TXN-840530,2025-12-16 03:13:04.321889,MOMO-GH-00215,MOMO-GH-00101,553.22,receive,agent,AGT-Western-0028,retail,Western,DEV-3e3c9c,False,False,BANK-GH-00215,low,1429.23,0,none
MOMO-TXN-674599,2025-12-16 03:14:17.375733,MOMO-GH-00243,MOMO-GH-00457,468.41,receive,agent,AGT-UpperWest-0070,retail,Upper West,DEV-5ead88,False,False,BANK-GH-00243,low,1354.23,0,none
MOMO-TXN-618392,2025-12-16 03:47:52.043008,MOMO-GH-00223,MOMO-GH-00202,1042.31,receive,agent,AGT-Volta-0092,unknown,Volta,DEV-3eb715,False,False,BANK-GH-00223,low,2099.01,0,none
MOMO-TXN-184279,2025-12-16 03:56:36.347496,MOMO-GH-00073,MOMO-GH-00339,8319.31,bill_payment,agent,AGT-Volta-0037,food,Volta,DEV-c50750,False,False,BANK-GH-00073,high,19750.05,0,none
MOMO-TXN-990649,2025-12-16 04:01:50.174115,MOMO-GH-00020,MOMO-GH-00118,594.5,transfer,ussd,,food,Upper West,DEV-43418c,False,False,,low,1629.0,0,none
MOMO-TXN-891937,2025-12-16 04:13:30.044113,MOMO-GH-00458,MOMO-GH-00430,803.68,airtime,agent,AGT-UpperWest-0002,food,Upper West,DEV-367cfe,False,True,BANK-GH-00458,low,2361.6,0,none
MOMO-TXN-461724,2025-12-16 04:15:25.118128,MOMO-GH-00472,MOMO-GH-00098,930.37,receive,agent,AGT-Brong-Ahafo-0026,unknown,Brong-Ahafo,DEV-4d80e1,False,True,,middle,3142.62,0,none
MOMO-TXN-387330,2025-12-16 05:10:02.123831,MOMO-GH-00031,MOMO-GH-00313,545.38,send,ussd,,food,Volta,DEV-a8a7b3,False,True,,low,1501.56,0,none
MOMO-TXN-184216,2025-12-16 05:25:46.060147,MOMO-GH-00292,MOMO-GH-00372,411.88,airtime,ussd,,food,Upper East,DEV-23e3df,False,True,BANK-GH-00292,low,1665.57,0,none
MOMO-TXN-702833,2025-12-16 05:26:20.170703,MOMO-GH-00401,MOMO-GH-00084,2070.38,airtime,agent,AGT-UpperWest-0012,airtime,Upper West,DEV-7060b0,False,True,BANK-GH-00401,middle,5195.61,0,none
MOMO-TXN-280426,2025-12-16 05:34:44.347464,MOMO-GH-00174,MOMO-GH-00363,483.62,airtime,agent,AGT-Brong-Ahafo-0080,unknown,Brong-Ahafo,DEV-f85e1f,False,False,BANK-GH-00174,low,1455.09,0,none
MOMO-TXN-621786,2025-12-16 05:41:05.376533,MOMO-GH-00350,MOMO-GH-00296,1418.48,transfer,agent,AGT-Volta-0013,transfer,Volta,DEV-bae81b,False,False,BANK-GH-00350,middle,5926.83,0,none
MOMO-TXN-346106,2025-12-16 06:12:54.372526,MOMO-GH-00079,MOMO-GH-00363,1159.66,transfer,agent,AGT-Eastern-0044,utility,Eastern,DEV-3a7561,False,True,BANK-GH-00079,middle,2743.77,0,none
MOMO-TXN-753425,2025-12-16 06:18:34.040220,MOMO-GH-00249,MOMO-GH-00153,1057.17,bill_payment,app,,transfer,Western,DEV-306f8a,False,False,BANK-GH-00249,middle,8081.13,0,none
MOMO-TXN-473838,2025-12-16 06:23:18.232390,MOMO-GH-00106,MOMO-GH-00404,2356.76,bill_payment,app,,retail,Eastern,DEV-5071f3,False,False,BANK-GH-00106,middle,6525.39,0,none
MOMO-TXN-456281,2025-12-16 06:32:02.382789,MOMO-GH-00495,MOMO-GH-00337,2474.18,receive,agent,AGT-Northern-0058,retail,Northern,DEV-e5f1ee,False,False,BANK-GH-00495,middle,5539.86,0,none
MOMO-TXN-128622,2025-12-16 07:18:54.362786,MOMO-GH-00129,MOMO-GH-00326,723.34,airtime,agent,AGT-Northern-0054,airtime,Northern,DEV-6f7f3d,False,False,BANK-GH-00129,low,1939.05,0,none
MOMO-TXN-365828,2025-12-16 07:21:06.370076,MOMO-GH-00152,MOMO-GH-00221,502.15,withdraw,ussd,,utility,Northern,DEV-b1b447,False,False,BANK-GH-00152,low,1567.05,0,none
MOMO-TXN-249693,2025-12-16 07:21:32.378770,MOMO-GH-00248,MOMO-GH-00481,489.0,transfer,ussd,,food,Brong-Ahafo,DEV-7fdcdf,False,False,BANK-GH-00248,low,1626.39,0,none
MOMO-TXN-611329,2025-12-16 07:45:06.165101,MOMO-GH-00323,MOMO-GH-00032,338.8,transfer,ussd,,retail,Volta,DEV-1f500a,False,True,BANK-GH-00323,low,1330.02,0,none
MOMO-TXN-563246,2025-12-16 07:52:40.041466,MOMO-GH-00120,MOMO-GH-00338,409.29,transfer,app,,unknown,Central,DEV-718f6a,False,False,BANK-GH-00120,low,1974.9,0,none
MOMO-TXN-995857,2025-12-16 07:54:50.351521,MOMO-GH-00288,MOMO-GH-00161,839.42,send,agent,AGT-UpperWest-0053,utility,Upper West,DEV-e49863,False,False,BANK-GH-00288,low,1723.86,0,none
MOMO-TXN-773492,2025-12-16 07:56:37.366548,MOMO-GH-00088,MOMO-GH-00461,885.79,transfer,ussd,,airtime,Northern,DEV-86af8d,False,False,BANK-GH-00088,low,2138.61,0,none
MOMO-TXN-202988,2025-12-16 08:06:45.141007,MOMO-GH-00233,MOMO-GH-00000,7881.25,airtime,ussd,,transfer,Upper East,DEV-8b0bcf,False,False,BANK-GH-00233,high,19280.76,0,none
MOMO-TXN-537983,2025-12-16 08:15:11.072352,MOMO-GH-00476,MOMO-GH-00268,2982.54,airtime,app,,food,Greater Accra,DEV-67422a,False,False,BANK-GH-00476,middle,8477.52,0,none
MOMO-TXN-686741,2025-12-16 08:35:18.231622,MOMO-GH-00301,MOMO-GH-00389,2673.44,receive,ussd,,unknown,Eastern,DEV-e4fe44,False,False,BANK-GH-00301,middle,8579.16,0,none
MOMO-TXN-760458,2025-12-16 08:57:34.174564,MOMO-GH-00223,MOMO-GH-00025,671.44,send,agent,AGT-Volta-0056,airtime,Volta,DEV-aecd13,False,False,BANK-GH-00223,low,2099.01,0,none
MOMO-TXN-207919,2025-12-16 10:13:03.310987,MOMO-GH-00328,MOMO-GH-00337,3373.73,withdraw,ussd,,retail,Upper West,DEV-53c7df,False,False,,middle,8062.53,0,none
MOMO-TXN-884782,2025-12-16 10:22:05.155806,MOMO-GH-00186,MOMO-GH-00435,251.64,receive,ussd,,transfer,Brong-Ahafo,DEV-fac73e,False,False,,low,1119.66,0,none
MOMO-TXN-405062,2025-12-16 10:25:42.336807,MOMO-GH-00226,MOMO-GH-00464,345.39,withdraw,ussd,,unknown,Volta,DEV-788fd7,False,False,BANK-GH-00226,low,1343.46,0,none
MOMO-TXN-186993,2025-12-16 10:26:20.308284,MOMO-GH-00085,MOMO-GH-00321,1112.33,transfer,app,,transfer,Upper West,DEV-89476b,False,False,,middle,6135.15,0,none
MOMO-TXN-991450,2025-12-16 10:41:03.312844,MOMO-GH-00434,MOMO-GH-00106,3065.5,withdraw,ussd,,transfer,Volta,DEV-16ba0d,False,False,,middle,5561.61,0,none
MOMO-TXN-594596,2025-12-16 11:07:08.133792,MOMO-GH-00356,MOMO-GH-00360,530.65,withdraw,app,,unknown,Upper East,DEV-38a906,False,False,BANK-GH-00356,low,1583.01,0,none
MOMO-TXN-364255,2025-12-16 11:18:28.374569,MOMO-GH-00277,MOMO-GH-00326,1243.22,transfer,ussd,,unknown,Greater Accra,DEV-08f2bb,False,False,BANK-GH-00277,middle,3932.64,0,none
MOMO-TXN-257364,2025-12-16 11:25:57.330771,MOMO-GH-00393,MOMO-GH-00006,595.25,withdraw,app,,unknown,Western,DEV-999f88,False,False,BANK-GH-00393,low,1983.66,0,none
MOMO-TXN-325555,2025-12-16 11:28:04.336839,MOMO-GH-00326,MOMO-GH-00066,2074.9,send,app,,retail,Ashanti,DEV-fbf3bc,False,False,BANK-GH-00326,middle,8064.24,0,none
MOMO-TXN-210335,2025-12-16 11:29:02.262364,MOMO-GH-00327,MOMO-GH-00346,182.22,bill_payment,app,,retail,Upper East,DEV-9a91e8,False,True,,low,914.19,0,none
MOMO-TXN-779414,2025-12-16 11:29:50.162255,MOMO-GH-00044,MOMO-GH-00308,701.12,receive,ussd,,retail,Central,DEV-3398ec,False,True,,low,1400.34,0,none
MOMO-TXN-311524,2025-12-16 12:11:28.300451,MOMO-GH-00243,MOMO-GH-00477,375.0,send,agent,AGT-UpperWest-0082,transfer,Upper West,DEV-ac5043,False,False,BANK-GH-00243,low,1354.23,0,none
MOMO-TXN-950069,2025-12-16 12:48:07.133716,MOMO-GH-00188,MOMO-GH-00468,3102.58,bill_payment,app,,food,Ashanti,DEV-7aa802,False,False,,middle,6539.64,0,none
MOMO-TXN-579114,2025-12-16 14:02:57.274916,MOMO-GH-00100,MOMO-GH-00028,325.4,withdraw,ussd,,retail,Greater Accra,DEV-1f419f,False,False,BANK-GH-00100,low,1011.12,0,none
MOMO-TXN-607774,2025-12-16 14:35:38.098610,MOMO-GH-00431,MOMO-GH-00191,920.86,bill_payment,app,,food,Brong-Ahafo,DEV-cc8349,False,False,,low,2313.42,0,none
MOMO-TXN-133697,2025-12-16 14:41:51.318383,MOMO-GH-00083,MOMO-GH-00403,10184.18,send,app,,unknown,Volta,DEV-17680f,False,True,BANK-GH-00083,high,29728.68,0,none
MOMO-TXN-190181,2025-12-16 14:58:02.318148,MOMO-GH-00018,MOMO-GH-00028,1383.25,withdraw,agent,AGT-UpperWest-0028,retail,Upper West,DEV-d8767e,False,False,BANK-GH-00018,middle,3408.75,0,none
MOMO-TXN-419491,2025-12-16 15:01:54.162491,MOMO-GH-00294,MOMO-GH-00002,3040.3,bill_payment,app,,unknown,Greater Accra,DEV-bead3d,False,True,BANK-GH-00294,middle,7322.31,0,none
MOMO-TXN-568516,2025-12-16 15:16:30.362953,MOMO-GH-00309,MOMO-GH-00457,8963.86,send,app,,utility,Eastern,DEV-0176a0,False,False,,high,29062.32,0,none
MOMO-TXN-980103,2025-12-16 15:28:52.215897,MOMO-GH-00348,MOMO-GH-00254,502.37,bill_payment,agent,AGT-Volta-0046,unknown,Volta,DEV-3f2021,False,False,BANK-GH-00348,low,1337.01,0,none
MOMO-TXN-283514,2025-12-16 15:31:39.197392,MOMO-GH-00423,MOMO-GH-00021,201.89,withdraw,ussd,,unknown,Brong-Ahafo,DEV-f9a755,False,False,BANK-GH-00423,low,1204.08,0,none
MOMO-TXN-926420,2025-12-16 15:38:01.369729,MOMO-GH-00125,MOMO-GH-00376,722.79,transfer,agent,AGT-UpperEast-0018,airtime,Upper East,DEV-67a613,False,False,,low,2063.31,0,none
MOMO-TXN-139704,2025-12-16 15:55:58.202019,MOMO-GH-00194,MOMO-GH-00160,688.04,receive,app,,airtime,Central,DEV-571377,False,False,BANK-GH-00194,low,1814.7,0,none
MOMO-TXN-375570,2025-12-16 16:41:00.365960,MOMO-GH-00353,MOMO-GH-00100,676.51,transfer,agent,AGT-UpperWest-0044,utility,Upper West,DEV-99f2c1,False,True,BANK-GH-00353,low,1288.11,0,none
MOMO-TXN-138328,2025-12-16 16:45:18.197817,MOMO-GH-00262,MOMO-GH-00338,1591.54,bill_payment,agent,AGT-Volta-0095,airtime,Volta,DEV-d0747a,False,True,BANK-GH-00262,middle,4831.17,0,none
MOMO-TXN-756971,2025-12-16 16:46:50.377982,MOMO-GH-00162,MOMO-GH-00182,1944.27,transfer,app,,food,Western,DEV-9667bf,False,False,,middle,4525.95,0,none
MOMO-TXN-575718,2025-12-16 16:54:23.192973,MOMO-GH-00088,MOMO-GH-00021,685.17,bill_payment,ussd,,transfer,Northern,DEV-ee5093,False,False,BANK-GH-00088,low,2138.61,0,none
MOMO-TXN-690607,2025-12-16 16:55:19.232666,MOMO-GH-00199,MOMO-GH-00293,555.83,airtime,app,,transfer,Greater Accra,DEV-a80d13,False,False,BANK-GH-00199,low,1905.69,0,none
MOMO-TXN-591644,2025-12-16 17:38:07.202511,MOMO-GH-00095,MOMO-GH-00039,611.14,airtime,agent,AGT-UpperWest-0060,food,Upper West,DEV-6575f1,False,False,,low,1188.87,0,none
MOMO-TXN-417508,2025-12-16 17:39:11.236241,MOMO-GH-00391,MOMO-GH-00217,475.27,bill_payment,app,,food,Northern,DEV-26350b,False,False,,low,2108.94,0,none
MOMO-TXN-621281,2025-12-16 18:04:47.373122,MOMO-GH-00381,MOMO-GH-00416,3166.47,transfer,app,,retail,Upper East,DEV-59690e,False,False,BANK-GH-00381,middle,8190.3,0,none
MOMO-TXN-818699,2025-12-16 18:40:09.160601,MOMO-GH-00386,MOMO-GH-00311,7753.19,withdraw,agent,AGT-Western-0026,retail,Western,DEV-62af48,False,True,BANK-GH-00386,high,24400.77,0,none
MOMO-TXN-876909,2025-12-16 20:01:43.146544,MOMO-GH-00460,MOMO-GH-00462,658.56,receive,agent,AGT-Central-0042,unknown,Central,DEV-cdff64,False,False,BANK-GH-00460,low,1441.23,0,none
MOMO-TXN-958961,2025-12-16 20:49:42.349703,MOMO-GH-00399,MOMO-GH-00421,1906.67,bill_payment,app,,retail,Western,DEV-6bc6e7,False,False,BANK-GH-00399,middle,6151.32,0,none
MOMO-TXN-900475,2025-12-16 21:12:17.381705,MOMO-GH-00033,MOMO-GH-00121,513.06,send,ussd,,unknown,Upper West,DEV-8e5183,False,False,,low,1226.55,0,none
MOMO-TXN-107574,2025-12-16 21:16:41.208684,MOMO-GH-00157,MOMO-GH-00363,258.11,send,ussd,,retail,Greater Accra,DEV-11708b,False,False,BANK-GH-00157,low,1161.75,0,none
MOMO-TXN-566272,2025-12-16 21:25:20.354817,MOMO-GH-00084,MOMO-GH-00034,3059.23,receive,agent,AGT-Central-0081,unknown,Central,DEV-195bdc,False,False,BANK-GH-00084,middle,7881.78,0,none
MOMO-TXN-295454,2025-12-16 21:36:22.273133,MOMO-GH-00014,MOMO-GH-00263,1554.88,bill_payment,agent,AGT-Volta-0016,transfer,Volta,DEV-504b3a,False,True,,middle,5186.25,0,none
MOMO-TXN-302544,2025-12-16 21:48:56.104898,MOMO-GH-00112,MOMO-GH-00368,2548.1,transfer,ussd,,airtime,Upper East,DEV-1da638,False,True,BANK-GH-00112,high,15533.61,0,none
MOMO-TXN-722776,2025-12-16 22:24:31.299089,MOMO-GH-00451,MOMO-GH-00384,752.65,withdraw,agent,AGT-Ashanti-0025,unknown,Ashanti,DEV-3ae036,False,False,BANK-GH-00451,high,15043.95,0,none
MOMO-TXN-911801,2025-12-16 22:52:32.168998,MOMO-GH-00435,MOMO-GH-00240,1002.31,bill_payment,app,,transfer,Greater Accra,DEV-eaeb33,False,False,BANK-GH-00435,low,2391.12,0,none
MOMO-TXN-282450,2025-12-16 23:09:27.322729,MOMO-GH-00179,MOMO-GH-00465,654.93,receive,agent,AGT-Volta-0095,airtime,Volta,DEV-09ef5a,False,False,,low,2020.53,0,none
MOMO-TXN-254887,2025-12-16 23:10:46.135079,MOMO-GH-00395,MOMO-GH-00107,6265.89,receive,agent,AGT-Central-0060,retail,Central,DEV-57277a,False,False,,high,20322.12,0,none
MOMO-TXN-507321,2025-12-16 23:16:28.380214,MOMO-GH-00332,MOMO-GH-00084,466.37,bill_payment,agent,AGT-Ashanti-0087,transfer,Ashanti,DEV-a1adfc,False,False,BANK-GH-00332,low,2009.61,0,none
MOMO-TXN-535798,2025-12-16 23:26:30.217628,MOMO-GH-00306,MOMO-GH-00047,2805.71,airtime,agent,AGT-Northern-0059,retail,Northern,DEV-2e1d5c,False,False,BANK-GH-00306,middle,5219.52,0,none
MOMO-TXN-759531,2025-12-17 00:17:36.195409,MOMO-GH-00064,MOMO-GH-00358,1698.73,bill_payment,agent,AGT-Western-0069,transfer,Western,DEV-ec501a,False,False,BANK-GH-00064,middle,4934.25,0,none
MOMO-TXN-623354,2025-12-17 00:35:13.222786,MOMO-GH-00159,MOMO-GH-00233,1539.47,send,agent,AGT-UpperWest-0066,unknown,Upper West,DEV-e021f2,False,False,BANK-GH-00159,middle,5543.22,0,none
MOMO-TXN-712401,2025-12-17 00:37:34.112034,MOMO-GH-00368,MOMO-GH-00268,5998.52,withdraw,agent,AGT-Volta-0029,retail,Volta,DEV-edf7af,False,False,,high,26445.93,0,none
MOMO-TXN-645928,2025-12-17 00:40:07.144395,MOMO-GH-00218,MOMO-GH-00077,1546.61,receive,agent,AGT-Ashanti-0075,unknown,Ashanti,DEV-3fdee0,False,False,BANK-GH-00218,middle,4675.71,0,none
MOMO-TXN-892934,2025-12-17 01:16:50.311149,MOMO-GH-00409,MOMO-GH-00375,2768.02,receive,ussd,,retail,Ashanti,DEV-91abe5,False,False,BANK-GH-00409,middle,8302.17,0,none
